full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
worrying reports coming in today that vips amp elite groups in some countries getting access to covid19 vaccines ahead of,-1,United Kingdom,2,2,20,44,en
we  are deeply saddened over the  fatal plane crash  air force has been contributing its resources fo,-1,unknown,0,3,29,88,en
massive setback for anti india vaccine lobby,0,unknown,0,0,0,0,en
if i get hit by a bus tomorrow and die ill be registered as a covid death so just in case ive been unwell for 2 weeks but am now fully recoveredit was def the bus and not the covid19,0,"North West, England",0,0,0,0,en
did australia already have its covid19 pandemic in 2019 and nobody noticed,-1,"Birmingham, UK",5,22,72,94,en
id wager around 300000 people did not need to die from covid19if that former guy hadnt been such an as,-1,New York State,0,3,9,53,en
we need our health first before our offline exam if ryan doesnt give it to us we will protest,-1,"Ghaziabad, India",0,1,10,14,en
we are about to hit another grim milestone  please everyone  stay safe until the vaccine comes for all  coronaviru,1,"Ontario, Canada",1,5,30,61,en
covid19 vaccine is f when its your turn you will receive the vaccine free of charge even if you dont have insuranc,1,"Dartmouth, MA USA",0,0,1,2,en
aws public datalake for analysis of covid19 datavia bigdata analytics datascience ai machinelearning,-1,unknown,0,0,31,7,en
for economic developmentfor peace amp securityfor defeating covid19for diplomatic tasksfor political advancementfor i,-1,unknown,2,4,55,63,en
theres lying about a vitamin d study that never took place that may have actually save,2,North Wales UK,2,1,15,35,en
uk studies show 1st dose of covid vaccine cuts risk of disease transmission and hospitalisation,1,千葉,3,1,19,57,en
and missouri governor parson who has killed thousands refuses a mask mandate gave covid relief mo,-1,"Thataway, next door to Amelia r.i.p.",1,1,34,70,en
german tabloids look at british plans to unlock with envy and bemoan the fact they ever thought giving brussels co,-1,"Kinghorn, Scotland",4,24,87,311,en
if youre finding some conversations about the covid19 vaccine difficult these tips from gp  may help  d,-1,"England, United Kingdom",1,20,12,15,en
yo if you are eligible bc of a prexisiting condition and you live in these zips there are mad appointments,-1,"THE VOID, NYC",0,3,18,38,en
anyone see what mcconkey was saying earlier today i am not an antivaxer in anyway shape or form but between nolan and himself you would seriously wonder why we are bothering with the vaccine at all,0,unknown,0,0,0,0,en
great data from public health scotland showing 8594 drop in hospitalisation and 62 drop in care home deaths for thos,1,unknown,0,3,25,56,en
stuff ive seen on covid post vaccine puts it above a cold and below the flu in terms of symptoms,0,unknown,0,0,0,0,en
us hospitals have increased email security against ceo frauddatabreach malware ransomware e,-1,"England, United Kingdom",0,0,1,0,en
more variants because of vaccine dodgers,0,United Kingdom,0,2,1,4,en
please make vaccine availability for one of our ss warrior amp please ensure its on prioritycanada aur us ko baad mein dena pehle give to our countrymen pleasepunish ssr disha killers  vaccine availability check pls,1,unknown,0,0,0,0,en
cdc guidance is confusing because it completely ignores the fact that coronavirus is airborne the variants affect more,0,"Hilton, NY",0,2,4,5,en
i guess everyone has heard about the spectacular results of the vaccine in scotland,1,unknown,5,8,52,113,en
wow  glad to see you have fully recovered good on you for spreading the word,1,"Syracuse, NY",0,0,0,0,en
youre on a national  show why dont you amp  your cohosts do a public service episode to help educate people about the pandemic testing vaccines etc its not faucis fault that you havent figured out where you are on the vaccine priority list,-1,"Long Beach, California",0,0,0,0,en
has anybody asked why disproportionate bame community not taking up the vaccine and why most vaccination centres are locate,1,London,1,0,2,11,en
covid19 p in yo by   club of vi,-1,"Lagos, Nigeria",0,0,0,0,en
deaths caused by the vaccine will therefore be recorded as deaths caused by covid fraud wi,0,United Kingdom,0,0,1,1,en
a godless world where you are taken but your true spirit is left behind to starve and to filth while you accept that foreig,-1,unknown,0,1,1,2,en
holy shit brooklyn theres a ton of open vaccine appointments  medgar evars college right now for eligible people in th,1,"Brooklyn, NY",12,4,151,126,en
why does anyone still listen to this war criminal a bigger prick than any vaccine,0,"London, England",0,0,0,0,en
reflects on s interview with former deputy national security adviser matt pottinger incl,-1,UNKNOWN,2,4,16,40,en
dont lower your guard as coronavirus cases are increasing in maharashtra amp few other states eminent sculptor,-1,unknown,0,0,9,131,en
if you want a conspiracy i would look into these credible sources who warn against the vaccine amp see how many are from the uswhere they have forp healthcare of course they dont want people vaccinatedthey cant bury you in debt for contracting covid19,0,Canada,0,0,0,0,en
couldnt be any worse than whats masqueraded as a system so far  i know people half my age im 66 who got their second shot weeks ago while i continue to be denied and all because they work for a prominent winery  covid19,-1,"Santa Rosa, CA",0,0,0,0,en
i read some things that made me anxious about getting the vaccine and other things that made me feel safe i decided to go for it to   and  for making this possible also shout out to t1d for queue jumping rights,-1,"Tottenham, London",0,0,0,0,en
i dont understand how people can tweet about how great the vaccine is but next min say theres no way the lockdown lifting plan is achievable like the dates might not be exact but if you believe in the vaccine youve got to have at least some faith that its going to work,-1,Newcastle,0,0,0,0,en
from covid management to vaccine victory from inspiring partys commitment to service to strongwilled reform measures fro,-1,"Gandhinagar,Gujarat",2,30,119,343,en
can you not state the damn obvious please  yes of course we can see the vaccine roll out in other countries we dont have a roll out we have a c out  effects of the 4th 5th 6th wave of this will be determined by the vaccine coverage,-1,Ireland,0,0,0,0,en
covid has killed 500000 americans in a yearall other viruses combined cause lt66000 us deathsyrand people have the,-1,Ankara,4,3,44,157,en
weekly update covid19 in saa good week overall bringing hope and relief  cases down 25   down 4,-1,South Africa,8,11,80,207,en
,,India,0,0,0,0,en
severe winter storms that have devastated  and surrounding states have delayed the distribution of 6000000 covid19 vacci,1,Fly Over State,0,8,17,64,en
bidens america smh,-1,unknown,0,0,0,0,en
despite announcement by  forced cremation of muslims dying of covid19 is still in effect in srilanka allowin,-1,unknown,1,5,178,136,en
130pm update 381846 confirmed covid19 cases in alabama680 more than saturday 13770 in baldwin county 199 deaths 26479 in mobile county 658 deaths,-1,Mobile Alabama,0,0,0,0,en
dependent lifts and hospital beds that move to a seated position are passive  with a little planning we can do better for,-1,unknown,0,0,6,8,en
virus of covid19 rapidly changing revolving in new environment and makes the innovation of vaccine an uphill task  corona virus is a large group of virus which evolves very fast with changing situation and environment for more,0,unknown,0,0,0,0,en
power shortage was the result of the failu to weatherize power systems its possible to weatherize them as evidenced by their use in northdakota amp alaska  is another example of the failu of  see  on covid19,-1,#BlueWave USA 🌊🌊🌊,0,0,0,0,en
knowledge is power5 questions  ask your friends who   convince you,-1,UK,0,0,1,2,en
all the people who went around  yelling vaccines dont prevent transmission just because we didnt have,1,SF Bay Area,4,24,57,381,en
dt  singh dhesi mp   singh dhesi mp some people saying that the coronavirus vaccine  is not safe because it affects female fertility contains animal products,0,UK,0,0,0,0,en
based on your figures 1 in 3 adults voted to leave the eu very democratic corrupt,-1,unknown,0,0,4,15,en
swedens covid case rate is double our own and our vaccine rollout puts theirs in the shade but clearly they care mo,1,unknown,4,10,121,542,en
same as doctors nurses police fire and paramedics who have not been given vaccine shots yet are expected to keep working trying to save lives,1,unknown,0,0,0,0,en
21 febnumber of functioning covid19  facilities in  labs  257govt  68  private  189    covid19,-1,"Chennai, India",0,0,0,0,en
i dont know if they would let anyone in hospital with him which means he wouldnt get the right care and what if they give him a dnr order he wouldnt know what he was signing up too and on top of all that he might not even get the vaccine until his age group,-1,she/her 21,0,0,0,0,en
happy to learn that odisha has emerged as top 3 leading states in covid19 vaccination with 82 vaccination coverage,1,unknown,9,3,71,111,en
agree but it will be compulsory when they go to work school or want to travel so inevitably they will end up with the vaccine silly people,1,"Melbourne, Victoria",0,0,0,0,en
pune district crosess 4 lakh mark for active covid19 cases 1172 new cases reported in 24 hours,-1,India,0,0,1,0,en
lets get this to  the  please share   dr vernon coleman challenges the  to a live  debate on the fr,-1,unknown,4,0,51,59,en
500000 lives  may we never forget covid19,-1,Twitter,0,0,0,0,en
great news,-1,unknown,2,9,20,537,en
i have to laugh at ppl on fb  on one group that was strongly lockdown theyre now literally begging to be let out and get some freedom  ive been made a pariah by most of them for being antimask and especially antivaccine  you get what you wish for,-1,unknown,0,0,0,0,en
